4FGL-v30,source_type,glat,glon,variability,significance,class1,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J1801.6-2326,unID-pulsar,-0.315,6.569,4.451,16.767,,unID,"{3,5,14}",0.039,,0.611,1983.353,0.613,,0.107,0.083,1.000
4FGL J1801.8-2358,unID-fsrq,-0.611,6.107,6.892,12.342,,unID,"{3,5}",0.049,,0.100,86.538,0.027,,,0.061,0.240
4FGL J1801.8+2951,unID-bll,23.128,55.846,9.944,4.717,bcu,unID,{},0.076,,9.736,0.012,0.441,,6.704,0.448,0.000
4FGL J1802.1-2652,unID-pulsar,-2.107,3.634,8.137,8.341,,unID,"{4,5,14}",0.097,,1.107,3.327,1.106,,0.293,0.386,1.000
4FGL J1802.4+3634,unID-pulsar,25.052,62.907,17.596,7.079,,unID,{},0.137,,1.532,0.054,1.545,,0.327,0.557,0.400
4FGL J1802.4-3041,unID-pulsar,-4.042,0.326,6.385,15.540,,unID,{},0.046,,3.510,2.605,0.804,,0.537,0.228,0.700
4FGL J1802.6-3940,fsrq-fsrq,-8.421,352.449,3345.944,64.480,fsrq,fsrq,{},0.014,fsrq,0.243,118.108,0.230,,0.061,0.033,0.000
4FGL J1802.8-4719,msp,-12.022,345.590,15.637,9.752,msp,msp,{},0.095,pulsar,0.677,0.773,1.028,,0.164,0.393,0.930
4FGL J1803.1-2724,unID-pulsar,-2.558,3.262,5.657,7.444,,unID,"{3,4,5,9,14}",0.131,,0.926,1.780,0.627,,0.400,0.271,0.960
4FGL J1803.1-2148,psr,0.199,8.147,11.188,35.017,PSR,psr,{},0.018,pulsar,1.317,561.450,0.571,,0.192,0.084,1.000
4FGL J1803.1-6708,unID-pulsar,-20.356,326.841,19.507,21.342,,unID,{},0.034,,1.491,0.787,0.547,,0.288,0.146,0.650
4FGL J1803.2+1402,msp,16.916,40.345,3.715,10.343,msp,msp,{},0.083,pulsar,0.835,0.348,0.501,,0.326,0.206,0.730
4FGL J1803.3+2425,unID-pulsar,20.939,50.478,3.508,6.698,,unID,{1},0.176,,0.209,2.197,1.508,,0.062,0.692,0.590
4FGL J1803.4-6510,fsrq-fsrq,-19.644,328.787,42.741,9.714,fsrq,fsrq,{},0.136,fsrq,0.207,0.458,0.295,,0.206,0.159,0.010
4FGL J1803.5+2756,unID-bll,22.139,54.028,20.036,5.465,bcu,unID,{},0.075,,1.794,0.023,0.420,,1.438,0.372,0.000
4FGL J1803.5-1639,unID-pulsar,2.647,12.684,9.976,5.099,,unID,"{1,4,14}",0.250,,0.738,2.100,1.448,,0.233,0.606,0.970
4FGL J1803.7-3207,unID-pulsar,-4.971,359.210,16.390,7.621,,unID,"{1,4,9,14}",0.110,,0.958,1.188,1.037,,0.258,0.358,0.980
4FGL J1803.8-2908,unID-pulsar,-3.544,1.830,7.903,9.234,,unID,{14},0.119,,0.598,6.972,1.641,,0.108,0.406,0.960
4FGL J1803.9+0342,fsrq-fsrq,12.244,30.818,48.669,4.216,fsrq,fsrq,{},0.055,fsrq,1.756,0.043,0.460,,1.399,0.358,0.010
4FGL J1804.0-1124,unID-pulsar,5.111,17.336,11.430,5.393,,unID,"{1,2,4}",0.186,,0.655,2.107,1.624,,0.181,0.556,0.950
4FGL J1804.4-0852,unID-bll,6.237,19.619,6.848,11.593,,unID,{},0.039,,0.188,5.636,0.221,,0.254,0.117,0.170
4FGL J1804.9-1745,unID-pulsar,1.817,11.887,9.950,7.249,,unID,"{4,14}",0.218,,0.615,4.091,0.662,,0.320,0.287,0.970
4FGL J1804.9-3001,unID-pulsar,-4.185,1.179,4.519,6.093,,unID,"{1,4,14}",0.137,,1.159,0.955,1.703,,0.275,0.718,0.990
4FGL J1805.1-3049,unID-fsrq,-4.603,0.487,9.443,5.179,,unID,"{5,14}",0.072,,0.374,1.434,0.641,,0.218,0.353,0.470
4FGL J1805.1-3618,unID-pulsar,-7.237,355.662,7.605,15.809,,unID,{},0.052,,1.773,2.158,1.380,,0.215,0.330,0.990
4FGL J1805.3-2734,unID-pulsar,-3.064,3.355,4.396,4.654,,unID,"{4,5,14}",0.116,,0.646,0.986,0.848,,0.326,0.458,0.930
4FGL J1805.6-2136,snr-bll,-0.211,8.604,15.664,6.641,SNR,snr,"{3,5}",0.000,,1.221,135.035,0.172,,1.059,0.090,0.310
4FGL J1805.6+0615,msp,13.007,33.350,10.625,18.369,MSP,msp,{},0.038,pulsar,1.765,1.870,1.083,,0.223,0.250,1.000
4FGL J1805.7+3401,unID-fsrq,23.665,60.449,10.965,14.299,,unID,{},0.078,,0.367,0.810,0.538,,0.136,0.169,0.380
4FGL J1805.8-0803,unID-bll,6.334,20.487,10.403,4.543,unk,unID,"{2,5}",0.086,,0.100,13.930,0.037,,,0.144,0.050
4FGL J1806.1-3344,unID-bll,-6.199,358.039,5.969,5.074,,unID,{3},0.134,,0.275,0.284,0.168,,0.644,0.170,0.050
4FGL J1806.2-1347,unID-fsrq,3.475,15.504,14.100,5.229,,unID,"{1,14}",0.160,,0.235,7.154,0.680,,0.187,0.420,0.280
4FGL J1806.2-2126,unID-pulsar,-0.253,8.831,14.336,12.769,unk,unID,{14},0.034,,0.800,320.413,0.737,,0.202,0.145,0.990
4FGL J1806.2+6143,unID-fsrq,28.956,90.867,19.482,6.507,bcu,unID,{},0.298,,0.100,1.070,0.134,,0.013,0.206,0.000
4FGL J1806.3+5345,unID-fsrq,28.073,81.860,27.875,9.996,bcu,unID,{5},0.097,,0.100,1.184,0.146,,0.057,0.137,0.000
4FGL J1806.8+6949,bll-bll,29.167,100.134,133.390,88.779,bll,bll,{},0.013,bll,0.100,74.419,0.096,,0.036,0.021,0.000
4FGL J1806.9-2455,unID-pulsar,-2.090,5.856,26.749,6.755,unk,unID,"{4,6,14}",0.111,,1.058,2.927,1.231,,0.332,0.548,0.840
4FGL J1806.9-2824,unID-pulsar,-3.790,2.805,8.868,6.857,,unID,"{4,5,14}",0.061,,0.376,1.353,0.360,,0.387,0.227,0.410
4FGL J1806.9-8038,unID-bll,-24.963,313.068,8.114,4.456,bcu,unID,{2},0.138,,5.835,0.012,0.249,,5.901,0.337,0.000
4FGL J1807.1+2822,msp,21.528,54.758,6.630,5.510,msp,msp,{},0.209,pulsar,0.350,0.072,0.246,,0.589,0.220,0.650
4FGL J1807.2+6429,bll-bll,29.013,94.039,33.582,10.302,bll,bll,{},0.043,bll,0.100,0.063,-0.047,,,0.091,0.000
4FGL J1807.8-4340,glc-pulsar,-11.139,349.307,3.238,11.716,glc,glc,{},0.062,,1.109,0.635,0.747,,0.317,0.279,0.940
4FGL J1807.9-6412,fsrq-fsrq,-19.728,329.928,34.003,7.993,fsrq,fsrq,{5},0.078,fsrq,0.100,0.524,0.157,,0.148,0.134,0.000
4FGL J1807.9+4650,bll-bll,26.574,74.241,12.642,8.751,bll,bll,{},0.043,bll,1000.000,0.161,-0.033,,,0.116,0.000
4FGL J1808.1-5013,fsrq-fsrq,-14.091,343.318,42.087,9.617,fsrq,fsrq,{},0.049,fsrq,0.100,1.494,0.211,,0.136,0.148,0.000
4FGL J1808.1-1234,unID-pulsar,3.652,16.801,8.442,8.628,,unID,"{1,14}",0.140,,0.635,4.399,0.783,,0.279,0.323,0.990
4FGL J1808.2-1055,unID-pulsar,4.437,18.259,10.514,7.188,,unID,{},0.176,,0.432,8.028,1.270,,0.151,0.592,0.690
4FGL J1808.2+3500,bll-bll,23.461,61.642,41.340,14.705,bll,bll,{},0.045,bll,0.100,0.994,0.010,,,0.065,0.000
4FGL J1808.2-3005,unID-pulsar,-4.848,1.469,7.503,6.326,,unID,"{1,4,5}",0.161,,1.414,0.395,0.773,,0.548,0.358,0.910
4FGL J1808.4-3358,unID-pulsar,-6.725,358.046,9.555,17.948,,unID,{14},0.049,,0.950,8.960,1.466,,0.094,0.180,1.000
4FGL J1808.4-4521,unID-bll,-11.989,347.820,9.136,6.821,,unID,{},0.117,,0.100,0.830,0.194,,0.229,0.187,0.230
4FGL J1808.4-3522,unID-bll,-7.396,356.817,20.317,7.186,,unID,{},0.056,,1.281,0.345,0.967,,0.389,0.432,0.390
4FGL J1808.5-3701,unID-pulsar,-8.181,355.343,11.405,12.640,,unID,{14},0.055,,0.851,1.466,0.902,,0.173,0.280,1.000
4FGL J1808.8-1949,glc-pulsar,0.002,10.525,5.665,4.741,glc,glc,"{2,4,5,6}",0.097,,0.483,32.540,0.648,,0.312,0.341,0.990
4FGL J1808.8+2419,unID-bll,19.736,50.866,17.905,6.212,bcu,unID,{},0.053,,0.100,0.031,0.011,,0.064,0.125,0.000
4FGL J1808.8+3522,bll-bll,23.452,62.068,6.081,6.821,bll,bll,{5},0.074,bll,2.499,0.042,0.756,,1.064,0.479,0.050
4FGL J1809.0+5908,unID-bll,28.386,87.967,14.884,4.519,,unID,{},0.051,,4.505,0.005,0.330,,3.682,0.365,0.000
4FGL J1809.0-2853,unID-pulsar,-4.419,2.614,9.789,6.122,,unID,"{1,4,14}",0.142,,1.125,0.757,1.463,,0.324,0.627,1.000
4FGL J1809.2-2726,unID-pulsar,-3.757,3.897,7.372,9.356,,unID,"{3,14}",0.091,,0.581,1.763,0.334,,0.445,0.157,0.540
4FGL J1809.3+2042,bll-bll,18.256,47.373,15.567,14.585,bll,bll,{},0.038,bll,4.217,0.141,0.086,,4.406,0.093,0.000
4FGL J1809.5-0816,unID-pulsar,5.412,20.750,10.253,5.118,,unID,"{1,4}",0.095,,0.509,4.157,1.851,,0.123,0.621,0.930
4FGL J1809.7+2910,bll-bll,21.271,55.777,43.387,28.582,bll,bll,{},0.021,bll,6.326,1.128,0.203,,1.873,0.070,0.000
4FGL J1809.8-2408,unID-pulsar,-2.284,6.859,8.738,5.887,,unID,"{4,5,6,14}",0.188,,0.415,17.207,0.716,,0.221,0.276,0.770
4FGL J1809.8-2332,psr,-1.997,7.391,11.214,180.010,PSR,psr,{},0.009,pulsar,1.216,26567.824,0.663,,0.038,0.024,1.000
4FGL J1810.2-3054,unID-pulsar,-5.601,0.950,8.138,7.219,,unID,"{1,2,14}",0.137,,1.094,0.977,1.541,,0.220,0.559,1.000
4FGL J1810.3+1332,unID-pulsar,15.127,40.643,5.321,7.537,,unID,{},0.090,,0.807,0.204,0.606,,0.355,0.305,0.500
4FGL J1810.4+1700,unID-pulsar,16.558,43.924,7.003,5.445,,unID,"{5,9}",0.181,,0.711,0.385,1.565,,0.184,0.541,0.570
4FGL J1810.5-1415,unID-bll,2.340,15.598,6.937,4.002,,unID,"{4,5,13,14}",0.123,,0.141,7.663,0.358,,0.246,0.342,0.230
4FGL J1810.5+1744,msp,16.812,44.643,16.354,47.262,MSP,msp,{},0.024,pulsar,0.581,32.321,0.552,,0.077,0.074,1.000
4FGL J1810.6-0945,unID-fsrq,4.470,19.581,7.994,5.453,,unID,"{1,4}",0.105,,0.441,2.683,0.782,,0.278,0.407,0.460
4FGL J1810.7+5335,bll-bll,27.410,81.781,10.181,16.090,bll,bll,{},0.041,bll,4.912,0.112,0.223,,2.190,0.132,0.000
4FGL J1810.8-3347,unID-bll,-7.084,358.448,8.603,6.621,,unID,"{2,5}",0.096,,1.716,0.189,0.437,,1.203,0.290,0.150
4FGL J1811.0+1608,bll-bll,16.074,43.161,46.096,8.847,bll,bll,{},0.051,bll,3.710,0.097,0.288,,2.107,0.209,0.000
4FGL J1811.0-2725,unID-bll,-4.102,4.112,10.046,5.491,,unID,"{5,14}",0.093,,0.507,0.546,0.291,,0.668,0.218,0.230
4FGL J1811.2-2759,unID-bll,-4.409,3.625,13.100,8.391,bcu,unID,{3},0.044,,0.100,0.621,0.041,,0.264,0.104,0.000
4FGL J1811.3+0340,bll-bll,10.603,31.640,35.391,29.347,bll,bll,{},0.020,bll,13.890,3.292,0.187,,5.215,0.057,0.000
4FGL J1811.3-2403,msp,-2.543,7.102,6.158,10.952,MSP,msp,{},0.060,pulsar,1.152,5.161,0.448,,0.736,0.213,0.930
4FGL J1811.5-1925,psr,-0.362,11.185,12.243,6.063,psr,psr,{},0.055,pulsar,7.970,2.198,0.926,,2.299,0.554,0.780
4FGL J1811.5-1844,spp-pulsar,-0.040,11.785,7.403,9.625,spp,spp,"{2,4,5,9,14}",0.236,,0.719,75.604,1.171,,0.186,0.314,1.000
4FGL J1811.7-1442,unID-pulsar,1.877,15.345,6.739,6.469,,unID,"{2,4,14}",0.344,,1.519,1.443,0.776,,0.734,0.414,0.990
4FGL J1811.9-2336,unID-pulsar,-2.459,7.560,11.300,5.813,,unID,"{5,14}",0.109,,0.479,12.582,0.723,,0.275,0.294,0.870
4FGL J1812.2-0856,unID-pulsar,4.502,20.479,17.967,6.870,,unID,{2},0.231,,0.464,9.307,1.569,,0.125,0.431,0.780
4FGL J1812.4-4417,unID-fsrq,-12.154,349.115,9.782,5.308,,unID,{},0.150,,0.552,0.222,0.775,,0.313,0.428,0.230
4FGL J1812.4+4441,unID-bll,25.328,72.114,11.558,4.977,,unID,{},0.070,,0.100,0.043,0.029,,0.007,0.166,0.000
4FGL J1812.8-3144,unID-pulsar,-6.498,0.478,8.561,12.533,,unID,{3},0.038,,1.711,1.217,0.900,,0.358,0.303,0.990
4FGL J1812.9+4249,unID-fsrq,24.771,70.145,13.278,6.704,bcu,unID,{},0.095,,0.120,0.169,0.230,,0.256,0.204,0.010
4FGL J1813.0-0049,unID-pulsar,8.158,27.780,4.405,4.940,,unID,"{6,12}",0.224,,0.444,3.349,1.997,,,,0.650
4FGL J1813.1-1611,unID-pulsar,0.852,14.218,8.445,4.806,,unID,{14},0.146,,2.498,1.315,1.863,,0.561,0.718,1.000
4FGL J1813.2-1128,unID-pulsar,3.098,18.354,5.639,8.391,,unID,"{3,5,14}",0.119,,0.387,9.956,0.446,,0.304,0.200,0.700
4FGL J1813.4-1246,psr,2.442,17.244,8.044,119.912,PSR,psr,{},0.012,pulsar,0.586,8486.409,0.637,,0.031,0.031,1.000
4FGL J1813.5+3144,bll-bll,21.376,58.678,303.699,35.016,bll,bll,{},0.024,bll,2.241,3.832,0.083,,1.518,0.045,0.000
4FGL J1813.5+2819,unID-pulsar,20.195,55.241,5.839,11.876,,unID,{},0.075,,2.357,0.256,0.915,,0.433,0.316,0.770
4FGL J1813.6+0614,bll-bll,11.236,34.236,25.438,23.765,bll,bll,{},0.023,bll,2.563,1.671,0.306,,0.575,0.087,0.000
4FGL J1813.7-1536,unID-bll,1.006,14.793,8.483,5.758,unk,unID,"{3,14}",0.080,,0.100,4.331,0.084,,0.158,0.135,0.020
4FGL J1813.7-1152,unID-pulsar,2.786,18.076,6.169,9.070,,unID,{14},0.074,,0.917,7.038,0.722,,0.470,0.336,0.990
4FGL J1813.7-6846,unID-fsrq,-21.863,325.562,15.310,11.695,,unID,{},0.068,,0.403,0.342,0.277,,0.363,0.157,0.070
4FGL J1814.0+3828,bll-bll,23.391,65.622,16.143,6.332,bll,bll,{},0.079,bll,0.100,0.088,-0.053,,,0.106,0.000
4FGL J1814.2+4114,fsrq-fsrq,24.126,68.528,16.658,5.147,fsrq,fsrq,{},0.096,fsrq,0.231,0.070,0.321,,0.350,0.273,0.020
4FGL J1814.2-1012,unID-pulsar,3.477,19.591,16.064,5.796,,unID,{},0.158,,0.390,13.880,1.966,,0.078,0.329,0.700
4FGL J1814.2-3000,unID-pulsar,-5.952,2.161,9.150,6.721,,unID,{1},0.099,,1.051,0.331,0.607,,0.552,0.370,0.520
4FGL J1814.4+2429,unID-fsrq,18.614,51.529,8.783,4.629,,unID,{},0.244,,0.141,1.099,0.635,,0.149,0.553,0.220
4FGL J1814.4+2953,fsrq-fsrq,20.561,56.881,38.550,5.052,fsrq,fsrq,{},0.204,fsrq,0.100,0.671,0.110,,0.029,0.188,0.000
4FGL J1814.4+3132,msp,21.120,58.542,11.188,11.411,msp,msp,{5},0.055,pulsar,1.223,0.838,0.657,,0.446,0.270,0.990
4FGL J1814.6-3621,unID-bll,-8.961,356.515,6.909,6.227,,unID,{3},0.081,,1.890,0.091,0.366,,1.102,0.237,0.040
4FGL J1814.6-2537,unID-pulsar,-3.961,6.088,12.308,6.636,,unID,"{2,4,14}",0.140,,0.907,1.071,0.996,,0.344,0.491,0.940
4FGL J1814.7-3420,unID-pulsar,-8.056,358.345,9.896,11.518,,unID,"{3,14}",0.059,,0.756,1.948,1.078,,0.141,0.402,0.970
4FGL J1815.1+5917,unID-fsrq,27.622,88.248,13.789,9.792,,unID,{},0.178,,0.589,0.294,1.531,,0.146,0.610,0.150
4FGL J1815.2-2715,unID-pulsar,-4.844,4.701,11.675,9.224,bcu,unID,{5},0.063,,0.788,1.169,0.366,,0.525,0.168,0.540
4FGL J1815.3-1336,unID-pulsar,1.619,16.738,13.983,6.810,,unID,"{4,5,12,14}",0.171,,1.768,3.137,1.996,,,,1.000
4FGL J1815.8-1416,unID-pulsar,1.194,16.206,4.111,10.032,,unID,{14},0.085,,0.592,10.815,0.468,,0.382,0.191,0.860
4FGL J1816.1-3908,unID-fsrq,-10.487,354.144,4.647,6.118,,unID,{},0.198,,0.399,0.408,0.682,,0.202,0.370,0.350
4FGL J1816.2-1654,unID-pulsar,-0.135,13.932,6.377,8.377,unk,unID,"{1,5,6,14}",0.390,,0.552,219.612,1.779,,0.094,0.332,0.990
4FGL J1816.3-2903,unID-pulsar,-5.895,3.220,6.383,7.611,,unID,"{1,12,14}",0.181,,0.971,1.157,1.990,,,,0.970
4FGL J1816.4-2727,unID-pulsar,-5.167,4.647,8.098,8.416,,unID,{14},0.078,,0.989,1.230,0.655,,0.442,0.249,0.970
4FGL J1816.4-6405,unID-pulsar,-20.548,330.403,14.929,14.453,,unID,{},0.056,,0.737,0.608,0.628,,0.203,0.191,0.750
4FGL J1816.5-1208,unID-bll,2.067,18.156,12.007,5.866,,unID,"{6,14}",0.089,,0.535,1.820,0.282,,1.259,0.387,0.250
4FGL J1816.5+4510,msp,24.735,72.826,6.206,45.185,MSP,msp,{},0.025,pulsar,1.473,5.932,0.724,,0.109,0.092,1.000
4FGL J1816.7+1749,unID-bll,15.506,45.339,7.593,12.521,,unID,{},0.053,,1.182,0.463,0.461,,0.399,0.168,0.300
4FGL J1816.8-2800,unID-pulsar,-5.504,4.190,7.734,5.162,,unID,"{1,2,5,12,14}",0.102,,0.670,1.311,1.976,,,,0.930
4FGL J1816.9-4942,fsrq-fsrq,-15.167,344.412,217.225,23.869,fsrq,fsrq,{},0.043,fsrq,0.472,2.850,0.321,,0.162,0.086,0.000
4FGL J1817.1-1742,psr,-0.707,13.338,6.213,17.366,PSR,psr,{3},0.040,pulsar,1.336,41.012,0.692,,0.336,0.182,1.000
4FGL J1817.2-3035,unID-fsrq,-6.781,1.948,14.816,12.906,,unID,{},0.047,,0.196,1.791,0.148,,0.328,0.104,0.040
4FGL J1817.2-2400,spp-bll,-3.709,7.780,11.923,4.643,spp,spp,{4},0.084,,1.383,0.213,0.486,,0.998,0.344,0.270
4FGL J1817.2-1946,unID-bll,-1.710,11.517,14.035,4.407,,unID,"{5,6}",0.067,,1.546,0.449,0.303,,1.736,0.241,0.020
4FGL J1817.5-1034,unID-pulsar,2.587,19.662,8.121,4.176,,unID,"{4,5}",0.163,,0.834,1.526,1.281,,0.355,0.588,1.000
4FGL J1817.6-3251,unID-pulsar,-7.905,359.955,10.467,5.743,,unID,"{1,2,5,12,14}",0.126,,0.944,0.606,1.978,,,,0.850
4FGL J1817.7-2517,unID-pulsar,-4.416,6.711,18.391,6.772,,unID,{4},0.177,,1.345,0.708,1.341,,0.368,0.604,0.980
4FGL J1817.9-3334,unID-pulsar,-8.285,359.338,7.784,14.106,,unID,{},0.064,,1.129,1.681,0.989,,0.189,0.239,1.000
4FGL J1817.9-1135,unID-pulsar,2.021,18.804,11.988,7.461,,unID,"{2,4,14}",0.098,,0.835,4.993,0.909,,0.379,0.495,1.000
4FGL J1818.0-1339,unID-pulsar,1.021,17.006,10.614,8.141,,unID,"{3,4,6,14}",0.196,,0.611,9.444,0.477,,0.503,0.268,0.830
4FGL J1818.1-2000,unID-pulsar,-2.004,11.407,10.764,7.869,,unID,{2},0.058,,3.107,1.829,1.606,,0.562,0.463,0.930
4FGL J1818.3-1233,unID-bll,1.491,18.002,5.963,4.688,,unID,"{3,4,5,14}",0.139,,0.376,1.040,0.219,,0.984,0.243,0.160
4FGL J1818.5-2036,unID-pulsar,-2.375,10.926,9.770,4.049,,unID,"{4,5,13}",0.301,,0.316,4.432,0.675,,0.230,0.313,0.570
4FGL J1818.5-1656,glc-pulsar,-0.646,14.167,5.196,9.740,glc,glc,{3},0.068,,1.194,22.062,0.894,,0.402,0.330,1.000
4FGL J1818.5+2533,unID-fsrq,18.144,52.943,14.371,6.645,,unID,{},0.135,,0.354,0.438,0.679,,0.187,0.377,0.070
4FGL J1818.6+1316,unID-pulsar,13.199,41.258,15.847,14.018,,unID,{},0.048,,1.666,0.655,0.886,,0.282,0.256,0.960
4FGL J1818.6-1533,spp-pulsar,-0.001,15.389,9.601,16.181,spp,spp,"{3,14}",0.070,,0.480,345.171,0.678,,0.144,0.155,0.990
4FGL J1818.6-3206,unID-pulsar,-7.757,0.726,10.249,9.427,,unID,"{5,14}",0.119,,0.899,1.402,0.936,,0.249,0.304,0.990
4FGL J1818.6-1455,spp-pulsar,0.289,15.962,7.395,5.518,spp,spp,"{3,4,5,6,14}",0.179,,0.333,56.647,0.864,,0.217,0.404,0.920
4FGL J1818.6+0903,fsrq-fsrq,11.359,37.385,151.958,21.603,fsrq,fsrq,{},0.043,fsrq,0.348,5.857,0.332,,0.140,0.091,0.000
4FGL J1818.7+2007,unID-bll,16.011,47.713,11.652,4.420,,unID,{},0.064,,0.100,0.310,-0.087,,,0.126,0.000
4FGL J1818.8-2255,unID-pulsar,-3.524,8.922,17.193,4.687,,unID,{4},0.087,,0.713,0.501,0.538,,0.425,0.228,0.540
4FGL J1818.8-0828,unID-pulsar,3.295,21.675,14.596,6.308,,unID,{},0.088,,1.288,0.735,0.512,,0.852,0.288,0.730
4FGL J1819.1+2133,bll-bll,16.492,49.118,9.542,10.575,bll,bll,{},0.051,bll,3.048,0.081,0.087,,5.005,0.124,0.000
4FGL J1819.3-0935,unID-fsrq,2.656,20.743,3.257,4.711,,unID,"{4,5}",0.085,,0.166,2.480,0.274,,0.369,0.234,0.110
4FGL J1819.4-1102,unID-pulsar,1.961,19.472,11.005,6.932,,unID,"{2,4,5,14}",0.193,,0.732,4.884,0.897,,0.345,0.488,0.980
4FGL J1819.9-2926,unID-pulsar,-6.776,3.245,19.354,9.573,,unID,"{3,14}",0.083,,0.883,0.954,0.744,,0.282,0.286,0.820
4FGL J1819.9-1530,unID-pulsar,-0.255,15.592,9.392,11.335,,unID,"{2,5,12,14}",0.079,,1.964,40.338,1.995,,,,1.000
4FGL J1820.2-1303,unID-pulsar,0.830,17.792,7.565,4.621,,unID,"{4,14}",0.097,,0.204,19.316,0.439,,0.372,0.398,0.770
4FGL J1820.3-1009,unID-pulsar,2.185,20.346,9.395,10.296,unk,unID,{2},0.096,,0.913,3.716,0.491,,0.505,0.211,0.860
4FGL J1820.3-2646,unID-pulsar,-5.629,5.663,2.678,5.102,,unID,"{1,14}",0.154,,0.540,1.202,1.627,,0.142,0.576,0.900
4FGL J1820.3+3624,bll-bll,21.553,63.900,22.597,11.262,bll,bll,{},0.035,bll,1000.000,0.105,0.017,,485485.781,0.097,0.000
4FGL J1820.4-1609,bin-fsrq,-0.658,15.070,13.064,15.015,bin,bin,"{3,6}",0.057,,0.100,1179.895,0.048,,,0.066,0.220
4FGL J1820.6-0326,unID-pulsar,5.260,26.335,11.819,5.016,,unID,{12},0.073,,2.814,0.460,1.962,,,,0.880
4FGL J1820.7-3217,unID-pulsar,-8.233,0.766,8.263,9.289,,unID,{},0.082,,1.738,0.665,1.103,,0.484,0.536,0.970
4FGL J1821.1-1422,spp-pulsar,0.025,16.725,3.122,12.112,spp,spp,"{2,14}",0.051,,0.256,181.225,0.402,,0.207,0.164,0.960
4FGL J1821.4-1516,spp-pulsar,-0.456,15.967,11.344,6.876,spp,spp,"{3,4,5,14}",0.153,,0.559,69.374,1.213,,0.181,0.503,1.000
4FGL J1821.5-2531,unID-fsrq,-5.287,6.901,14.265,4.965,,unID,{},0.069,,0.614,0.367,0.442,,0.501,0.263,0.200
4FGL J1821.6+6819,unID-fsrq,27.801,98.474,690.291,34.473,bcu,unID,{2},0.049,,0.110,9.865,0.216,,0.083,0.063,0.000
4FGL J1821.6+6636,unID-bll,27.665,96.543,25.582,9.249,,unID,{},0.065,,17.834,0.027,0.181,,19.889,0.163,0.000
4FGL J1822.0-3146,unID-bll,-8.237,1.349,14.949,4.654,,unID,{},0.064,,1.039,0.042,0.130,,2.867,0.196,0.000
4FGL J1822.0+1600,unID-fsrq,13.595,44.163,13.602,7.443,bcu,unID,{},0.115,,0.377,0.597,0.613,,0.195,0.307,0.220
4FGL J1822.6-2502,unID-pulsar,-5.278,7.447,10.749,4.642,,unID,"{4,5}",0.116,,0.997,0.481,0.948,,0.471,0.478,0.790
4FGL J1822.8-1118,unID-fsrq,1.097,19.619,8.760,6.883,,unID,"{3,14}",0.123,,0.244,5.287,0.231,,0.530,0.201,0.240
4FGL J1822.9-4718,unID-pulsar,-15.088,347.110,8.103,11.837,,unID,{},0.052,,0.749,0.422,0.507,,0.328,0.220,0.600
4FGL J1823.2+1209,unID-pulsar,11.699,40.723,9.205,7.397,,unID,{},0.097,,1.491,0.375,1.972,,0.235,0.258,0.980
4FGL J1823.3-1340,unID-pulsar,-0.115,17.596,6.480,31.866,,unID,{},0.021,,1.224,371.988,0.469,,0.252,0.083,0.960
4FGL J1823.3-3720,unID-pulsar,-10.963,356.424,11.507,6.548,bcu,unID,"{1,12}",0.225,,0.601,0.717,1.992,,,,0.770
4FGL J1823.5+6858,bll-bll,27.670,99.213,32.782,26.309,bll,bll,{},0.031,bll,0.754,0.947,0.272,,0.386,0.106,0.020
4FGL J1823.5-3020,msp,-7.887,2.788,2.957,31.284,MSP,msp,{},0.025,pulsar,1.515,9.275,0.582,,0.184,0.098,0.990
4FGL J1823.6-2345,spp-bll,-4.878,8.695,15.072,4.795,spp,spp,"{2,4}",0.262,,0.334,0.245,0.175,,0.894,0.239,0.020
4FGL J1823.6-3453,unID-bll,-9.936,358.680,56.561,42.184,bcu,unID,{},0.016,,71.365,13.917,0.090,,67.361,0.034,0.000
4FGL J1823.8-3544,msp,-10.350,357.931,15.981,7.363,msp,msp,{},0.066,pulsar,1.401,0.230,1.149,,0.386,0.489,0.880
4FGL J1824.1-1304,spp-pulsar,-0.004,18.212,14.304,5.955,spp,spp,"{4,5,14}",0.246,,0.636,119.170,1.789,,0.154,0.434,0.980
4FGL J1824.1+5651,bll-bll,26.078,85.749,305.150,59.644,bll,bll,{},0.020,bll,0.100,34.146,0.133,,0.040,0.032,0.000
4FGL J1824.1+1013,msp,10.654,39.059,6.243,19.218,MSP,msp,{},0.043,pulsar,1.841,1.709,0.759,,0.273,0.186,0.980
4FGL J1824.2+1231,unID-fsrq,11.637,41.175,12.660,5.928,,unID,{5},0.150,,0.470,0.503,0.633,,0.257,0.317,0.470
4FGL J1824.2-0621,unID-pulsar,3.102,24.168,7.626,24.265,,unID,{},0.030,,3.701,12.109,1.177,,0.311,0.206,0.750
4FGL J1824.2-5427,unID-pulsar,-18.049,340.319,10.175,16.807,,unID,{},0.043,,1.995,0.610,0.710,,0.359,0.213,0.920
4FGL J1824.5+0107,unID-fsrq,6.506,30.856,37.895,10.580,bcu,unID,{3},0.073,,0.100,17.352,0.183,,0.093,0.115,0.080
4FGL J1824.5+4311,unID-bll,22.842,71.156,8.866,11.087,bcu,unID,{},0.041,,0.100,0.031,0.001,,2.505,0.098,0.000
