4FGL-DR4,source_type,glat,glon,variability,significance,class1,assoc_prob,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J0035.0-5728,bcu_unk-blazar,-59.518,307.286,15.021,7.231,bcu,0.975,bcu_unk,{},0.150,,0.371,0.069,0.475,-0.623,0.293,0.281,0.500
4FGL J0035.2+1514,bll-blazar,-47.450,117.153,38.970,36.551,bll,1.000,bll,{},0.021,blazar,10.447,2.624,0.235,-0.237,3.021,0.064,0.000
4FGL J0035.2-1739,unID-blazar,-79.825,100.584,8.991,4.530,,0.000,unID,{},0.051,,29.467,0.010,0.242,-0.682,54.795,0.377,0.020
4FGL J0035.8-0837,bll-blazar,-71.139,110.920,45.643,9.021,bll,0.988,bll,{},0.098,blazar,2.781,0.053,0.580,-0.471,0.974,0.311,0.010
4FGL J0035.8+6131,bcu_unk-blazar,-1.292,121.077,34.645,7.122,bcu,0.940,bcu_unk,"{1,5}",0.111,,0.100,3.748,0.222,0.804,0.135,0.174,0.000
4FGL J0035.9+5950,bll-blazar,-2.980,120.982,325.576,69.934,bll,1.000,bll,{},0.012,blazar,98.809,59.778,0.097,0.732,65.159,0.025,0.000
4FGL J0036.8+1431,bcu_unk-blazar,-48.192,117.638,6.703,4.909,bcu,0.948,bcu_unk,{},0.112,,0.100,0.082,-0.002,-0.163,,0.138,0.000
4FGL J0036.9+1832,bcu_unk-blazar,-44.194,118.135,115.233,10.179,bcu,0.994,bcu_unk,{},0.088,,0.111,0.427,0.182,-0.262,0.217,0.143,0.000
4FGL J0037.2-2653,unID-blazar,-86.833,36.390,9.608,4.132,,0.000,unID,{},0.119,,0.100,0.069,0.103,-0.703,0.126,0.258,0.000
4FGL J0037.6+3653,fsrq-blazar,-25.893,119.861,18.777,7.052,fsrq,0.000,fsrq,{},0.110,blazar,0.365,0.077,0.228,-0.209,0.592,0.206,0.020
4FGL J0037.8+1239,bll-blazar,-50.083,117.773,67.137,23.327,bll,0.999,bll,{},0.034,blazar,0.100,1.490,0.045,-0.175,0.103,0.056,0.000
4FGL J0037.9+2612,bll-blazar,-36.572,119.158,12.242,7.230,bll,0.878,bll,{2},0.231,blazar,0.177,0.075,0.195,-0.312,0.448,0.222,0.030
4FGL J0038.1+0012,bll-blazar,-62.474,115.733,16.807,18.241,bll,0.999,bll,{},0.040,blazar,0.100,0.302,-0.007,-0.554,,0.067,0.000
4FGL J0038.2-2459,fsrq-blazar,-86.347,67.943,4113.291,97.558,fsrq,1.000,fsrq,{},0.015,blazar,0.271,23.175,0.170,-0.726,0.074,0.029,0.000
4FGL J0038.7-0204,rdg-blazar,-64.761,115.486,19.724,7.960,rdg,0.000,rdg,{2},0.400,,0.100,3.974,0.254,-0.533,0.046,0.182,0.020
4FGL J0039.0-0946,fsrq-blazar,-72.409,112.763,22.562,12.126,fsrq,0.993,fsrq,{},0.122,blazar,0.100,2.794,0.227,-0.512,0.051,0.145,0.000
4FGL J0039.1-2219,bll-blazar,-84.444,92.032,15.262,12.513,bll,0.994,bll,{},0.070,blazar,786.281,0.196,0.043,-0.696,8215.603,0.095,0.000
4FGL J0039.1+6257,unID-pulsar,0.122,121.535,11.307,28.653,,0.000,unID,{},0.034,,1.652,9.699,0.975,1.010,0.183,0.178,1.000
4FGL J0039.1+4330,bcu_unk-blazar,-19.304,120.581,32.784,9.553,bcu,0.998,bcu_unk,{},0.039,,2.861,0.040,0.359,-0.154,1.331,0.230,0.000
4FGL J0039.7+4203,unID-blazar,-20.754,120.615,17.639,5.293,,0.000,unID,{},0.089,,0.100,0.177,0.031,-0.212,,0.156,0.000
4FGL J0040.2-2725,unID-blazar,-87.495,25.414,5.958,6.615,,0.740,unID,{},0.088,,4.366,0.006,0.689,-0.725,2.306,0.658,0.040
4FGL J0040.3+4050,bll-blazar,-21.987,120.680,17.378,10.817,bll,0.996,bll,{},0.033,blazar,1000.000,1.759,-0.100,-0.133,,0.067,0.000
4FGL J0040.4-2340,bll-blazar,-85.738,86.555,29.399,8.099,bll,0.999,bll,{},0.055,blazar,1.376,0.028,0.318,-0.718,1.203,0.280,0.000
4FGL J0040.7-7157,unID-blazar,-45.138,304.102,20.428,7.717,,0.000,unID,{},0.065,,4.833,0.027,0.523,-0.324,1.951,0.298,0.010
4FGL J0040.9+3203,bcu_unk-pulsar,-30.766,120.347,20.993,4.550,bcu,0.819,bcu_unk,{2},0.176,,0.918,0.052,0.716,-0.158,0.462,0.476,0.940
4FGL J0041.3-0048,unID-blazar,-63.563,117.249,20.845,4.345,,0.510,unID,{9},0.670,,0.100,2.849,0.196,-0.556,0.010,0.256,0.000
4FGL J0041.3+6052,bcu_unk-pulsar,-1.970,121.707,7.359,12.913,bcu,,bcu_unk,{},0.140,,0.418,6.987,1.292,0.631,0.096,0.409,0.620
4FGL J0041.4+3800,fsrq-blazar,-24.820,120.771,16.683,7.380,fsrq,0.980,fsrq,{},0.054,blazar,1000.000,0.420,-0.100,-0.223,,0.082,0.000
4FGL J0041.7-1607,bcu_unk-blazar,-78.766,110.908,17.425,5.332,bcu,,bcu_unk,{},0.053,,11.873,0.007,0.277,-0.695,12.957,0.265,0.000
4FGL J0041.9-4702,bll-blazar,-69.995,307.668,8.501,7.402,bll,0.993,bll,{},0.084,blazar,15.285,0.012,0.424,-0.658,11.637,0.337,0.010
4FGL J0042.0+3640,bll-blazar,-26.161,120.828,7.836,7.271,bll,0.999,bll,{},0.054,blazar,0.210,0.017,0.027,-0.263,3.575,0.138,0.020
4FGL J0042.2+2319,fsrq-blazar,-39.496,120.193,22.447,16.854,fsrq,0.990,fsrq,{},0.041,blazar,0.100,0.546,0.073,-0.402,0.202,0.094,0.000
4FGL J0042.3+3509,unID-blazar,-27.682,120.836,14.720,4.002,,0.000,unID,{13},0.067,,16.819,0.041,1.998,-0.207,,,0.000
4FGL J0043.2+4114,gal-pulsar,-21.604,121.285,5.735,8.953,gal,1.000,gal,{},0.156,,0.752,0.238,1.020,-0.118,0.251,0.499,0.990
4FGL J0043.5-0442,bll-blazar,-67.493,117.763,16.869,9.824,bll,0.999,bll,{},0.059,blazar,0.100,0.081,-0.028,-0.317,,0.100,0.000
4FGL J0043.6+2223,bcu_unk-blazar,-40.449,120.562,20.710,6.417,bcu,0.995,bcu_unk,{},0.056,,0.100,0.057,0.034,-0.367,0.058,0.176,0.000
4FGL J0043.7-1116,bll-blazar,-74.050,116.025,18.711,11.949,bll,0.999,bll,{},0.073,blazar,5.904,0.074,0.366,-0.558,2.505,0.276,0.000
4FGL J0043.8+3425,fsrq-blazar,-28.414,121.162,344.502,67.485,fsrq,0.997,fsrq,{},0.015,blazar,4.565,10.876,0.126,-0.093,1.019,0.027,0.000
4FGL J0044.2-8424,fsrq-blazar,-32.724,303.139,60.304,6.088,fsrq,0.999,fsrq,{},0.073,blazar,0.100,1.721,-0.018,0.141,,0.120,0.000
4FGL J0044.8+6802,bcu_unk-blazar,5.174,122.316,41.581,13.439,bcu,0.994,bcu_unk,{3},0.056,,0.119,2.186,0.171,0.737,0.199,0.098,0.000
4FGL J0044.9+4553,bcu_unk-blazar,-16.964,121.747,10.868,5.629,bcu,0.986,bcu_unk,{},0.151,,0.115,0.065,0.159,-0.091,0.431,0.212,0.130
4FGL J0045.1-3706,fsrq-blazar,-79.934,310.095,193.843,17.578,fsrq,0.999,fsrq,{},0.045,blazar,0.100,4.208,0.064,-0.523,0.001,0.073,0.000
4FGL J0045.3+2128,bll-blazar,-41.383,121.047,255.540,47.787,bll,1.000,bll,{},0.014,blazar,18.663,4.920,0.153,-0.378,8.078,0.044,0.000
4FGL J0045.7+1217,bll-blazar,-50.555,120.735,60.111,32.642,bll,1.000,bll,{},0.022,blazar,4.078,0.864,0.067,-0.179,3.066,0.053,0.000
4FGL J0045.8-1324,unID-blazar,-76.213,117.258,13.071,5.911,,0.000,unID,{},0.068,,86.609,0.008,0.037,-0.666,1059.128,0.154,0.000
4FGL J0045.9-2021,unID-blazar,-83.121,112.118,14.680,8.428,,0.000,unID,{},0.050,,3.467,0.013,0.182,-0.709,3.692,0.209,0.000
4FGL J0046.7-7048,unID-blazar,-46.310,303.493,12.761,4.670,,0.000,unID,{2},0.075,,0.100,0.062,-0.100,-0.360,,0.124,0.000
4FGL J0046.9+0705,unID-pulsar,-55.762,120.958,24.414,5.085,,0.000,unID,{},0.114,,1.315,0.022,0.736,-0.325,0.589,0.821,0.820
4FGL J0047.0+5657,bll-blazar,-5.906,122.326,124.229,21.446,bll,1.000,bll,{},0.025,blazar,1.807,0.791,0.220,0.422,0.726,0.085,0.000
4FGL J0047.3+6943,bcu_unk-blazar,6.853,122.572,12.754,7.190,unk,0.000,bcu_unk,{},0.054,,1.513,0.023,0.029,0.645,15.056,0.140,0.150
4FGL J0047.5-2517,sbg-blazar,-87.969,97.574,13.809,29.740,sbg,0.999,sbg,{},0.026,,0.895,0.828,0.197,-0.681,0.347,0.071,0.020
4FGL J0047.9+3947,bll-blazar,-23.069,122.194,92.214,27.240,bll,0.999,bll,{},0.023,blazar,9.360,0.514,0.026,-0.252,22.702,0.048,0.000
4FGL J0047.9+5448,bcu_unk-blazar,-8.067,122.424,13.863,7.267,bcu,0.997,bcu_unk,{},0.039,,1000.000,0.364,-0.004,0.413,,0.125,0.000
4FGL J0047.9+2233,fsrq-blazar,-40.302,121.889,135.348,10.303,fsrq,0.997,fsrq,{},0.051,blazar,0.100,1.527,0.054,-0.321,0.004,0.088,0.000
4FGL J0048.6-6347,unID-pulsar,-53.334,303.443,7.856,18.787,,0.000,unID,{2},0.054,,1.887,0.245,0.810,-0.583,0.298,0.236,0.990
4FGL J0048.6-2427,bcu_unk-blazar,-87.255,109.728,13.276,10.618,bcu,0.993,bcu_unk,{},0.080,,1.901,0.033,0.188,-0.706,1.712,0.181,0.010
4FGL J0049.0+2252,bll-blazar,-39.995,122.201,12.814,8.034,bll,0.997,bll,{5},0.045,blazar,0.104,0.068,0.076,-0.327,0.756,0.151,0.000
4FGL J0049.1+4223,bll-blazar,-20.480,122.473,12.789,6.721,bll,0.993,bll,{},0.054,blazar,10.961,0.032,0.431,-0.114,5.735,0.359,0.010
4FGL J0049.2+6227,bcu_unk-blazar,-0.408,122.678,3.312,4.248,bcu,0.849,bcu_unk,{9},0.098,,1.078,0.045,0.202,0.911,3.320,0.312,0.050
4FGL J0049.4-5402,bll-blazar,-63.089,303.581,25.102,13.842,bll,0.929,bll,{},0.055,blazar,0.903,0.086,0.206,-0.569,0.893,0.166,0.000
4FGL J0049.5-4150,bcu_unk-blazar,-75.277,304.287,9.244,6.202,bcu,0.998,bcu_unk,{},0.063,,8.335,0.008,0.158,-0.683,11.599,0.242,0.000
4FGL J0049.6-4500,fsrq-blazar,-72.116,303.947,19.666,8.885,fsrq,0.918,fsrq,{},0.080,blazar,0.100,0.282,0.172,-0.690,0.112,0.189,0.000
4FGL J0049.7+0237,bll-blazar,-60.242,122.083,262.578,54.940,bll,1.000,bll,{},0.031,blazar,0.762,5.809,0.179,-0.485,0.189,0.041,0.000
4FGL J0050.0-5736,fsrq-blazar,-59.511,303.291,947.925,44.945,fsrq,1.000,fsrq,{2},0.050,blazar,0.100,15.736,0.005,-0.559,,0.039,0.000
4FGL J0050.4-0452,fsrq-blazar,-67.751,122.281,243.498,30.092,fsrq,0.999,fsrq,{},0.037,blazar,0.212,3.801,0.188,-0.369,0.128,0.060,0.000
4FGL J0050.7-0929,bll-blazar,-72.364,122.332,170.838,87.664,BLL,1.000,bll,{},0.014,blazar,1.925,25.888,0.116,-0.488,0.329,0.022,0.000
4FGL J0050.8+3330,unID-blazar,-29.360,122.788,8.843,4.748,,0.000,unID,{},0.151,,0.100,0.052,0.147,-0.105,0.542,0.248,0.000
4FGL J0051.1-0648,fsrq-blazar,-69.681,122.712,188.643,28.417,fsrq,0.999,fsrq,{},0.040,blazar,0.259,3.165,0.260,-0.306,0.119,0.075,0.000
4FGL J0051.2-6242,bll-blazar,-54.425,302.960,171.334,69.563,bll,1.000,bll,{},0.014,blazar,20.682,12.764,0.206,-0.621,5.385,0.035,0.000
4FGL J0051.5-4220,fsrq-blazar,-74.783,302.876,170.526,17.511,fsrq,0.969,fsrq,{2},0.133,blazar,0.100,4.987,0.472,-0.651,0.047,0.138,0.010
4FGL J0052.1+6444,unID-pulsar,1.870,123.010,14.936,9.470,,0.000,unID,{},0.093,,0.837,1.006,0.654,0.994,0.485,0.377,0.850
4FGL J0052.9-6644,bcu_unk-blazar,-50.391,302.691,11.684,9.540,bcu,0.000,bcu_unk,{2},0.064,,1000.000,0.080,-0.072,-0.606,,0.097,0.000
4FGL J0054.4+8627,bcu_unk-blazar,23.582,122.982,33.263,12.259,bcu,0.987,bcu_unk,"{3,5}",0.100,,0.100,4.694,0.175,-0.032,0.025,0.150,0.000
4FGL J0054.7-2455,bll-blazar,-87.680,141.986,26.349,35.678,bll,1.000,bll,{},0.021,blazar,22.006,1.384,0.149,-0.659,14.133,0.058,0.000
4FGL J0054.8-1954,bcu_unk-blazar,-82.742,129.229,31.305,4.262,bcu,0.960,bcu_unk,{9},0.174,,0.487,0.023,0.304,-0.656,0.637,0.270,0.000
4FGL J0055.1-1219,bcu_unk-blazar,-75.167,126.449,263.789,27.361,bcu,0.996,bcu_unk,{},0.064,,0.423,0.985,0.319,-0.554,0.161,0.096,0.030
4FGL J0055.7+4507,unID-blazar,-17.741,123.732,10.596,4.498,,0.000,unID,{},0.051,,9.819,0.015,1.305,-0.021,3.367,0.896,0.020
4FGL J0056.3-0935,bll-blazar,-72.433,126.946,42.750,31.173,bll,1.000,bll,{},0.029,blazar,44.014,1.240,0.062,-0.406,86.841,0.052,0.000
4FGL J0056.4-2118,bll-blazar,-84.062,134.363,39.899,37.179,bll,0.999,bll,{2},0.031,blazar,4.041,1.473,0.267,-0.665,0.818,0.064,0.000
4FGL J0056.5-3936,bll-blazar,-77.472,298.359,12.462,5.834,bll,0.934,bll,{},0.148,blazar,2.598,0.019,1.420,-0.606,0.660,0.923,0.330
4FGL J0056.6-4452,bll-blazar,-72.225,299.924,14.984,8.826,bll,0.989,bll,{},0.132,blazar,1.115,0.030,0.585,-0.679,0.570,0.399,0.300
4FGL J0056.6-5317,bcu_unk-blazar,-63.815,301.172,32.772,11.444,bcu,0.987,bcu_unk,{},0.055,,2.064,0.037,0.336,-0.582,1.264,0.264,0.000
4FGL J0056.8+1626,bll-blazar,-46.416,124.800,15.267,6.041,bll,0.996,bll,{},0.119,blazar,0.100,0.051,0.068,-0.194,0.646,0.178,0.000
4FGL J0057.0+4101,bcu_unk-pulsar,-21.842,124.065,18.847,5.626,bcu,0.991,bcu_unk,{},0.067,,2.723,0.022,0.565,-0.210,1.108,0.370,0.540
4FGL J0057.3+2216,bcu_unk-blazar,-40.578,124.738,19.257,7.820,bcu,0.991,bcu_unk,{},0.115,,0.168,0.035,0.053,-0.393,1.279,0.133,0.000
4FGL J0057.7+3023,rdg-blazar,-32.455,124.558,10.442,11.878,rdg,0.996,rdg,{},0.090,,0.100,0.909,-0.021,-0.188,,0.085,0.020
4FGL J0057.9+6326,unID-blazar,0.576,123.663,16.039,10.585,,0.000,unID,{},0.042,,64.366,0.429,0.370,0.901,46.927,0.269,0.080
4FGL J0058.0-0539,fsrq-blazar,-68.469,127.413,72.581,16.019,fsrq,0.999,fsrq,{},0.048,blazar,0.100,1.968,0.054,-0.308,0.007,0.077,0.000
4FGL J0058.0-3233,bll-blazar,-84.377,288.560,85.314,45.370,bll,1.000,bll,{},0.024,blazar,1.423,2.912,0.329,-0.641,0.207,0.065,0.000
4FGL J0058.1+6915,unID-blazar,6.397,123.533,18.678,5.473,,0.000,unID,"{1,4}",0.081,,0.181,0.751,0.398,0.655,0.279,0.348,0.150
4FGL J0058.3+1723,bll-blazar,-45.452,125.269,9.572,4.636,bll,0.999,bll,{},0.051,blazar,34.377,0.023,0.573,-0.196,29.071,0.387,0.010
4FGL J0058.3-4603,unID-blazar,-71.023,299.236,20.470,5.724,,0.000,unID,{},0.075,,0.100,0.008,-0.001,-0.678,,0.245,0.000
4FGL J0058.4+3315,fsrq-blazar,-29.598,124.616,81.994,7.485,fsrq,0.917,fsrq,{},0.054,blazar,0.763,0.056,0.267,-0.181,1.022,0.264,0.000
4FGL J0058.6-1140,bcu_unk-blazar,-74.460,129.490,7.946,6.306,bcu,,bcu_unk,{},0.066,,0.100,0.019,0.001,-0.501,,0.208,0.000
4FGL J0059.2+0006,fsrq-blazar,-62.691,127.181,18.436,6.726,fsrq,0.994,fsrq,{},0.086,blazar,0.100,0.609,-0.049,-0.486,,0.133,0.000
4FGL J0059.3-0152,bll-blazar,-64.673,127.554,11.431,13.494,bll,0.994,bll,{},0.045,blazar,38.120,0.172,0.188,-0.361,47.565,0.160,0.000
4FGL J0059.4-5654,unID-blazar,-60.185,300.730,100.922,25.888,,0.140,unID,{2},0.066,,0.261,3.156,0.462,-0.559,0.081,0.106,0.000
4FGL J0059.5-3512,bll-blazar,-81.733,291.345,18.818,10.800,bll,0.992,bll,{},0.053,blazar,4.091,0.044,0.634,-0.631,1.191,0.305,0.010
4FGL J0059.5-3338,fsrq-blazar,-83.257,288.404,17.280,5.695,fsrq,0.999,fsrq,{},0.200,blazar,0.100,1.036,0.040,-0.657,,0.187,0.000
4FGL J0059.7-7210,sfr-pulsar,-44.934,302.037,8.538,6.282,sfr,0.993,sfr,{5},0.237,,0.721,0.271,1.967,-0.321,,,0.950
4FGL J0100.3+0745,bll-blazar,-55.040,126.796,66.668,50.529,bll,1.000,bll,{},0.019,blazar,4.181,5.283,0.264,-0.281,0.660,0.053,0.000
4FGL J0101.0-0059,bll-blazar,-63.761,128.374,19.983,6.286,bll,0.983,bll,{},0.089,blazar,0.100,0.736,-0.034,-0.450,,0.125,0.000
4FGL J0101.1-6422,msp,-52.727,301.189,10.473,66.905,MSP,1.000,msp,{},0.021,pulsar,1.144,11.291,0.824,-0.558,0.058,0.077,1.000
4FGL J0101.3-8019,fsrq-blazar,-36.795,302.413,19.614,4.793,fsrq,0.980,fsrq,{},0.178,blazar,0.100,0.405,0.247,-0.135,0.107,0.247,0.010
4FGL J0101.7-5455,bll-blazar,-62.139,299.752,11.923,6.313,bll,0.000,bll,{},0.045,blazar,32.509,0.019,0.268,-0.571,39.476,0.251,0.000
4FGL J0101.8-7543,fsrq-blazar,-41.378,302.074,16.332,4.270,fsrq,0.989,fsrq,{5},0.293,blazar,0.100,0.456,-0.080,-0.205,,0.134,0.000
4FGL J0102.0-6240,unID-blazar,-54.403,300.843,27.509,7.852,,0.000,unID,{},0.084,,4.572,0.014,0.198,-0.574,3.905,0.192,0.000
4FGL J0102.0+1639,bcu_unk-blazar,-46.143,126.616,17.721,7.084,bcu,0.990,bcu_unk,{},0.085,,0.938,0.026,0.192,-0.292,1.745,0.256,0.010
4FGL J0102.1+5846,bcu_unk-blazar,-4.065,124.323,20.302,5.193,bcu,0.984,bcu_unk,{5},0.041,,1.699,0.029,0.180,0.711,4.887,0.302,0.010
4FGL J0102.1+4458,unID-blazar,-17.862,124.928,18.863,4.894,,0.000,unID,{},0.092,,5.960,0.027,1.663,0.001,1.660,1.097,0.000
4FGL J0102.3+1000,unID-blazar,-52.765,127.393,17.637,12.363,,0.000,unID,{},0.059,,5.833,0.164,0.896,-0.329,1.326,0.382,0.000
4FGL J0102.4+4214,fsrq-blazar,-20.588,125.104,188.731,14.902,fsrq,0.998,fsrq,{},0.073,blazar,0.117,3.608,0.410,-0.069,0.070,0.144,0.000
4FGL J0102.4+0942,bll-blazar,-53.069,127.445,18.804,6.981,bll,0.974,bll,{5},0.089,blazar,0.100,0.300,-0.094,-0.354,,0.097,0.000
4FGL J0102.6-5639,bcu_unk-blazar,-60.405,299.819,17.730,7.859,bcu,0.959,bcu_unk,{},0.097,,4.017,0.024,0.323,-0.550,2.235,0.266,0.010
4FGL J0102.7-2001,bcu_unk-blazar,-82.443,143.615,21.513,5.260,bcu,0.997,bcu_unk,{},0.051,,21.041,0.036,1.207,-0.720,8.812,1.100,0.000
4FGL J0102.8+5824,fsrq-blazar,-4.430,124.424,952.983,59.445,fsrq,1.000,fsrq,{},0.015,blazar,0.196,68.241,0.131,0.636,0.095,0.026,0.000
4FGL J0102.8+4839,msp,-14.170,124.876,7.038,47.042,MSP,1.000,msp,{},0.021,pulsar,1.402,10.765,0.587,0.063,0.138,0.080,1.000
4FGL J0102.9-7051,glc-pulsar,-46.235,301.568,22.782,5.822,glc,0.999,glc,{3},0.097,,1.962,0.022,0.904,-0.383,0.760,0.749,0.610
4FGL J0103.1+4954,bcu_unk-blazar,-12.919,124.858,37.052,7.720,bcu,0.944,bcu_unk,{},0.135,,0.100,0.622,0.253,0.153,0.168,0.187,0.000
4FGL J0103.5+1526,bll-blazar,-47.336,127.228,5.932,8.743,bll,0.998,bll,{},0.067,blazar,0.573,0.043,0.114,-0.184,1.449,0.152,0.000
4FGL J0103.5+5337,bll-blazar,-9.203,124.745,47.237,26.588,bll,1.000,bll,{},0.022,blazar,22.242,1.202,0.179,0.391,11.876,0.070,0.000
4FGL J0103.8+1321,bll-blazar,-49.406,127.584,48.159,9.098,bll,0.973,bll,{},0.051,blazar,3.165,0.043,0.294,-0.369,2.347,0.335,0.000
4FGL J0104.6-0818,unID-blazar,-70.926,132.989,14.558,4.279,,0.000,unID,{2},0.168,,0.264,0.029,0.230,-0.340,0.911,0.379,0.040
4FGL J0104.8-2215,unID-blazar,-84.258,155.555,74.585,4.148,,0.000,unID,{},0.085,,2.984,0.018,1.257,-0.665,0.953,0.834,0.020
4FGL J0104.8-2416,fsrq-blazar,-85.847,170.385,95.497,16.463,fsrq,0.997,fsrq,{},0.079,blazar,0.100,2.348,0.239,-0.632,0.072,0.118,0.000
4FGL J0105.1+3929,bll-blazar,-23.299,125.815,196.118,23.681,bll,0.997,bll,{},0.049,blazar,0.107,0.664,0.117,-0.230,0.224,0.086,0.000
4FGL J0105.9+3403,bll-blazar,-28.711,126.356,70.020,5.791,bll,0.995,bll,{},0.130,blazar,0.100,0.813,0.179,-0.241,0.049,0.237,0.000
4FGL J0106.1+1131,unID-blazar,-51.179,128.697,16.508,6.747,,0.000,unID,{},0.076,,5.612,0.015,0.409,-0.312,3.530,0.328,0.020
4FGL J0106.4+4855,psr,-13.871,125.469,6.292,65.729,PSR,1.000,psr,{},0.018,pulsar,2.038,30.886,0.947,0.068,0.096,0.088,0.900
4FGL J0106.9-4832,bcu_unk-blazar,-68.382,295.939,17.614,5.263,bcu,0.996,bcu_unk,{},0.111,,0.258,0.011,0.120,-0.592,19.330,3.451,0.000
4FGL J0107.3-1210,bll-blazar,-74.598,137.681,20.261,8.769,bll,0.989,bll,{},0.105,blazar,0.321,0.060,0.144,-0.599,0.689,0.152,0.010
4FGL J0107.4+0334,bll-blazar,-59.062,130.698,60.522,8.750,bll,0.995,bll,{},0.079,blazar,0.100,0.228,-0.008,-0.514,,0.151,0.000
4FGL J0107.4+0459,unID-blazar,-57.654,130.416,13.893,5.901,,0.000,unID,{},0.090,,5.217,0.004,0.236,-0.493,7.557,0.423,0.000
4FGL J0107.6+4950,bcu_unk-blazar,-12.946,125.609,12.520,5.432,bcu,0.952,bcu_unk,{},0.089,,0.100,0.045,0.063,0.058,0.386,0.189,0.000
4FGL J0108.1-0039,fsrq-blazar,-63.229,132.218,13.067,8.110,fsrq,0.975,fsrq,{},0.139,blazar,0.100,1.511,0.205,-0.435,0.077,0.188,0.000
4FGL J0108.6+0134,fsrq-blazar,-60.991,131.844,14536.506,216.546,fsrq,1.000,fsrq,{9},0.012,blazar,0.154,1400.093,0.225,-0.549,0.018,0.014,0.000
4FGL J0109.1+1815,bll-blazar,-44.404,128.832,14.850,25.097,bll,1.000,bll,{},0.032,blazar,2.345,0.535,0.166,-0.264,0.959,0.076,0.000
4FGL J0109.3+2401,bcu_unk-blazar,-38.666,128.165,22.871,8.265,bcu,0.993,bcu_unk,{},0.057,,0.255,0.030,0.040,-0.295,2.840,0.145,0.000
4FGL J0109.7+6133,fsrq-blazar,-1.233,125.114,1086.423,34.527,fsrq,1.000,fsrq,{},0.030,blazar,0.140,87.560,0.317,0.682,0.052,0.056,0.000
4FGL J0110.0-5246,unID-pulsar,-64.113,296.481,25.367,6.800,,0.000,unID,{},0.131,,1.553,0.029,1.955,-0.606,,,0.570
4FGL J0110.0-4019,bll-blazar,-76.259,287.827,19.010,12.361,bll,0.989,bll,{},0.038,blazar,11.715,0.041,0.236,-0.655,9.659,0.176,0.000
4FGL J0110.1+6805,bll-blazar,5.289,124.686,28.154,46.398,bll,1.000,bll,{},0.013,blazar,5.589,5.960,0.027,0.683,6.382,0.030,0.000
4FGL J0110.2+4151,bll-blazar,-20.876,126.676,17.463,5.962,bll,0.996,bll,{},0.056,blazar,642.108,0.045,0.087,-0.092,6010.058,0.223,0.000
4FGL J0110.3-0431,bcu_unk-blazar,-66.954,135.028,23.517,5.364,bcu,0.893,bcu_unk,{9},0.082,,0.100,0.179,0.071,-0.446,0.024,0.196,0.000
4FGL J0110.6+0415,unID-blazar,-58.277,132.072,11.052,4.525,,0.000,unID,{},0.066,,13.480,0.006,0.186,-0.524,20.005,0.231,0.000
4FGL J0110.7-1254,bll-blazar,-75.077,141.532,18.114,12.511,bll,1.000,bll,{},0.032,blazar,0.100,0.054,-0.009,-0.642,,0.082,0.000
4FGL J0110.9+4344,bcu_unk-blazar,-18.984,126.648,17.966,7.491,bcu,,bcu_unk,{},0.057,,0.100,0.245,-0.033,-0.108,,0.100,0.000
4FGL J0111.4-7304,bcu_unk-blazar,-43.978,300.912,9.581,4.805,bcu,0.996,bcu_unk,{3},0.080,,1.511,0.012,0.308,-0.361,1.294,0.250,0.150
4FGL J0111.4+0534,bll-blazar,-56.940,132.077,16.908,6.302,bll,0.997,bll,{},0.063,blazar,13.048,0.016,0.290,-0.362,13.784,0.332,0.010
4FGL J0111.5-2546,bcu_unk-blazar,-85.293,197.395,26.819,5.056,bcu,0.979,bcu_unk,{2},0.118,,0.100,0.430,-0.074,-0.655,,0.171,0.000
4FGL J0112.0+3442,unID-pulsar,-27.977,127.728,17.455,4.858,,0.000,unID,{2},0.106,,1.298,0.018,0.632,-0.283,1.069,0.717,0.830
4FGL J0112.0-6634,fsrq-blazar,-50.424,299.712,37.017,14.941,fsrq,0.999,fsrq,{},0.104,blazar,0.100,3.042,0.235,-0.569,0.037,0.122,0.000
4FGL J0112.1+2245,bll-blazar,-39.871,129.148,1002.461,155.201,BLL,1.000,bll,{},0.011,blazar,0.833,176.147,0.120,-0.314,0.098,0.013,0.000
4FGL J0112.1-0321,fsrq-blazar,-65.725,135.574,26.671,6.812,fsrq,0.000,fsrq,{},0.120,blazar,0.368,0.242,0.415,-0.376,0.258,0.237,0.000
4FGL J0112.5-0651,unID-blazar,-69.119,137.755,19.587,4.888,,0.200,unID,{},0.273,,0.293,0.352,1.409,-0.116,0.114,0.966,0.190
4FGL J0112.6-3158,bll-blazar,-83.312,260.630,15.149,5.594,bll,0.988,bll,{},0.086,blazar,4.877,0.024,1.622,-0.571,1.149,0.877,0.000
4FGL J0112.8-7506,bll-blazar,-41.949,301.086,12.781,17.964,bll,0.999,bll,{},0.040,blazar,4.887,0.147,0.245,-0.220,1.927,0.136,0.020
4FGL J0112.8-0253,bcu_unk-blazar,-65.234,135.767,15.250,4.203,bcu,0.000,bcu_unk,{},0.097,,3.971,0.009,0.609,-0.406,2.160,0.389,0.040
4FGL J0112.8+3208,fsrq-blazar,-30.512,128.203,1275.749,70.553,fsrq,1.000,fsrq,{},0.019,blazar,0.112,45.721,0.158,-0.239,0.046,0.029,0.000
